WKT,c_barri,c_carrer_id,c_codi_carrer,c_data_que_va_rebre_la_denominacio,c_denominacio,c_exp_historica_refos,c_fonts_refos,c_genere,c_nom_carrer_actual,c_period,c_segle,c_subtipologia,c_tipologia
"MULTILINESTRING ((2.18153 41.38621,2.18168 41.38602,2.18178 41.38597,2.18192 41.38607),(2.18192 41.38607,2.18209 41.3862))",Sant Pere-Santa Caterina-Ribera,193,91902,0,carrer,"Hi ha dues versions. D’una banda, en el nomenclàtor de l’Ajuntament diu que s'hi havien establert els corretgers, el gremi dels quals data de 1424.
Els carrers de Ciutat Vella diu que Balaguer i Almerich indiquen que Corretger fa referència a un propietari d’aquest cognom, tanmateix també es podia referir a un fabricant de corretges.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Corretger,Contemporani,S. XV,,Gremis i oficis
"MULTILINESTRING ((2.18264 41.3851,2.18288 41.38498),(2.18215 41.38536,2.18264 41.3851),(2.18197 41.38545,2.18215 41.38536),(2.18102 41.38613,2.18122 41.38596),(2.18122 41.38596,2.18148 41.38579),(2.18166 41.38566,2.18197 41.38545),(2.18148 41.38579,2.18166 41.38566))",Sant Pere-Santa Caterina-Ribera,194,126701,0,carrer,"Carrer gremial, datat del 1331, que prové dels menestrals fabricants de flassades. En aquest carrer, es venien mantes i flassades de llana.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Flassaders,Contemporani,S. XIV,,Gremis i oficis
"MULTILINESTRING ((2.17892 41.38714,2.17873 41.38723),(2.18021 41.38665,2.17987 41.38675,2.17975 41.38679,2.17927 41.38699,2.1791 41.38705),(2.1791 41.38705,2.17892 41.38714))",Sant Pere-Santa Caterina-Ribera,195,128900,0,carrer,Cognom d’una antiga i noble nissaga catalana que recorda un propietari que visqué en aquest carrer. Entre els membres d’aquesta família va destacar Bernat de Fonollar que figurà l'any 1323 a la cort de Jaume II i Mossèn Humbert de Fono-llar que fou veguer de Barcelona l'any 1395.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Fonollar,Contemporani,S. XIV,,Famílies
"MULTILINESTRING ((2.17768 41.38623,2.1776 41.38629,2.17742 41.38642,2.17728 41.38653,2.17726 41.38656,2.17717 41.38663,2.17713 41.38665,2.17693 41.3868),(2.17862 41.38563,2.17813 41.38594),(2.17813 41.38594,2.17768 41.38623))",Sant Pere-Santa Caterina-Ribera,196,134506,0,carrer,"En aquest carrer es venia freixures, que consistia en les entranyes animals, especialment pulmons. Aquest producte és l’origen del nom actual.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Freixures,Contemporani,S. XIX,,Gremis i oficis
"LINESTRING (2.17972 41.38801,2.17988 41.3881)",Sant Pere-Santa Caterina-Ribera,197,142209,0,carrer,Cognom de llinatge català. Aquesta família era propietària de terrenys en aquest carrer.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Gatuelles,Contemporani,S. XIX,,Famílies
"MULTILINESTRING ((2.17864 41.38651,2.17867 41.38654,2.17872 41.38658,2.17877 41.38663),(2.17877 41.38663,2.17896 41.38688,2.1791 41.38705))",Sant Pere-Santa Caterina-Ribera,198,147304,0,carrer,Cognom d’una família catalana que va donar consellers a la ciutat.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Gombau,Contemporani,S. XIX,,Famílies
"MULTILINESTRING ((2.18014 41.38369,2.18017 41.38381),(2.18045 41.38422,2.18048 41.38423,2.18053 41.38429,2.18062 41.38438,2.18071 41.38447),(2.18017 41.38381,2.18022 41.38394),(2.18022 41.38394,2.18025 41.384,2.18034 41.38409,2.18045 41.38422))",Sant Pere-Santa Caterina-Ribera,199,150808,0,carrer,"Cognom d’una nissaga benestant barcelonina en establir-se un nou règim municipal l’any 1257. Nom degenerat de Grony. Fins a l’any 1346, d’aquesta família foren catorze els Grony que formaren part del consistori.

Cediren part del seu territori a construir el convent dels predicadors.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Grunyí,Contemporani,S. XIV,,Famílies
"MULTILINESTRING ((2.18389 41.38438,2.18399 41.38454),(2.18374 41.38415,2.1838 41.38425),(2.1838 41.38425,2.18389 41.38438))",Sant Pere-Santa Caterina-Ribera,200,152100,1907,carrer,"Felip Guillem (Sevilla 1492-Brasil vers el 1561), inventor, matemàtic, naturalista i farmacèutic. Marxà a Portugal i al Brasil. La seva fama vé per haver inventat una manera fàcil de determinar la longitud d'un lloc, ja que coneixia la desviació de l'agulla imantada, fenòmen que s'havia observat en els viatges de la descoberta d'Amèrica. Construí un aparell, que presentà el 1525 al rei de Portugal, que esdevingué la primera brúixola de desviació coneguda a Espanya.
Es desconeix la seva relació amb aquest carrer.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.
Vestigios de Bcn https://vestigiosdebcn.wordpress.com/2013/01/28/el-carrer-guillem-una-via-dedicada-al-falso-matematico-que-engano-al-rey-de-portugal",Home,Guillem,1897-1907,S. XX,Científic o Enginyer,Persona
"MULTILINESTRING ((2.18035 41.38699,2.17995 41.38712,2.17979 41.38718,2.17963 41.38724),(2.17904 41.38768,2.17883 41.38791,2.17864 41.38809,2.17855 41.38817),(2.17963 41.38724,2.17955 41.38728,2.17948 41.38732),(2.17948 41.38732,2.17943 41.38735,2.17937 41.3874,2.17932 41.38744,2.17927 41.38747,2.17919 41.38754,2.17914 41.38759,2.17912 41.38761,2.17904 41.38768))",Sant Pere-Santa Caterina-Ribera,201,165500,0,carrer,"Hi ha diverses versions. D’una banda, el nomenclàtor diu que prové de Jaume Giralt. Correcció popular de Jaume Gerart o Girart, important personatge barceloní de l'edat mitjana. Pot fer referència a un dels primers consellers del Consell de Cent (1249) i, més tard, conseller en cap de la ciutat (1258). O bé a Jaume Girart, conseller en cap l'any 1300, o al bisbe de Barcelona de l'any 1445 al 1456.”

D’altra banda, en el llibre Carrers de Ciutat Vella diu que el nom actual és corrupció de Jaume Gerart, conseller de la ciutat l’any 1249.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",Home,Jaume Giralt,Contemporani,S. XIV,Polític,Persona
"MULTILINESTRING ((2.17432 41.38729,2.17442 41.38739,2.17431 41.38776),(2.17431 41.38776,2.17373 41.38895))",Sant Pere-Santa Caterina-Ribera,203,175106,0,carrer,"L'antic Reial Monestir de Santa Maria de les Jonqueres que va ser fundat el 1214, habitat per monges de l'orde de Santiago, va donar nom a aquest carrer. El nom
provenia del convent de Sant Vicenç de les Jonqueres a Sabadell.

Ja a l’any 1293 es traslladaren i s’instal·laren als afores de Barcelona. L'antic nom perdurà: el torrent del Merdançar prengué aviat el nom de torrent de Jonqueres en aquell indret; apareix un carrer de Jonqueres pels volts del monestir. Al segle XV és escollit com a designació topogràfica el forn de Jonqueres.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Els carrers de Ciutat Vella Josep Maria Vilarrúbia i Estrany i Jordi Jové i Permanyer
http://barcelofilia.blogspot.com/2011/06/placa-de-les-jonqueres.html",,Jonqueres,Contemporani,S. XIII,,Infraestructura
"MULTILINESTRING ((2.18018 41.38481,2.18076 41.38516),(2.17991 41.38461,2.17999 41.38467),(2.17999 41.38467,2.18018 41.38481))",Sant Pere-Santa Caterina-Ribera,204,35300,0,carrer,"A l’Arxiu Municipal es conserva un manuscrit rúbrica de Bruniquer, editat posteriorment que diu: “22 de setembre de 1668 pagaren 32 lliures i 12 sous per les barres de ferro que posaren a la boca de la claveguera i també per a la barrera”.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Barra de Ferro,Contemporani,S. XVII,,Infraestructura
"LINESTRING (2.18027 41.38681,2.18035 41.38679,2.18041 41.38676,2.18046 41.38672,2.18046 41.38672,2.18056 41.38667,2.18068 41.38658,2.18084 41.38649,2.18099 41.38639,2.1811 41.38631,2.18121 41.38623)",Sant Pere-Santa Caterina-Ribera,205,43105,0,carrer,"Carrer gremial on els assonadors adobaven les pells. En ell, s’hi van establir el gremi de blanquers i de pellaires.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Blanqueria,Contemporani,S. XIX,,Infraestructura
"MULTILINESTRING ((2.17846 41.38416,2.17853 41.38424,2.17874 41.38444,2.17878 41.38448,2.17883 41.38454),(2.17883 41.38454,2.17893 41.38466,2.17904 41.38478))",Gòtic,206,46205,0,carrer,"El nom del qual pot derivar “Boeria” i “Bòria” prové, segons Bofarull per una torre aixecada anomenada “Boveria”. A més, comenta l’existència en aquest carrer d’uns corrals, a l’època romana, on eren guardats bous i altre tipus de bestiar.
Aquests establiments eren coneguts com a forum bovarum.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Bòria,Antic,s.d,,Referencial
"LINESTRING (2.17999 41.38467,2.18023 41.38449)",Sant Pere-Santa Caterina-Ribera,207,64105,0,carrer,"El nom prové d’una cara de noia de pedra, a la cantonada amb el carrer dels Mirallers i el Carrer dels Vigatans, símbol per alguns historiadors de l’existència d’un bordell. D’altra banda, hi ha una altra teoria que diu que el nom correspon al d’una antiga família catalana segons Roca i Comas.

El costum de posar aquestes testes a les cantonades data del segle XVII i és posterior a la guerra dels segadors de 1640, en aquesta data es van adoptar aquestes mesures de marcatge dels bordells per tal que els soldats de les tropes castellanes que en aquell moment dominaren la ciutat poguessin trobar els prostíbuls sense problema.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.
Altres Bareclones.
http://www.altresbarcelones.com/2008/06/bordells-la-barcelona-vella.html",,Carassa,Contemporani,S. XIX,,Referencial
"LINESTRING (2.18179 41.38506,2.18215 41.38536)",Sant Pere-Santa Caterina-Ribera,208,79408,0,carrer,"El nom prové d’un possible cognom familiar noble, Ça Cirera al segle XVI.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Cirera,Contemporani,S. XVI,,Famílies
"MULTILINESTRING ((2.18495 41.3835,2.18534 41.38328),(2.18431 41.38381,2.18495 41.3835))",Sant Pere-Santa Caterina-Ribera,209,2607,0,carrer,"Administració encarregada de percebre els drets d'entrada i sortida de mercaderies d'un estat. Recorda l’antiga “Duana”, avui seu de l’edifici ocupat pel Govern Civil, construïda el 1790-1792 per ordre del ministre d'Hisenda, comte de Roncalli.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Duana,s.d,S. XVIII,Civil,Infraestructura
"LINESTRING (2.17956 41.38546,2.17905 41.38574)",Sant Pere-Santa Caterina-Ribera,210,127103,0,carrer,"El nom prové del distintiu d’un hostal que consistia en un escut on hi havia pintada una grossa flor de lliri. Aquesta antiga posada data de l’any 1444. Fou un dels més notables hostals de Barcelona, pel qual passaren diverses personalitats que anaven a la ciutat.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.
Antics Hostals del camí ral.
http://hostals.blogspot.com/2011/12/hostal-de-la-flor-del-lliri-barcelona.html",,Flor de Lliri,Contemporani,S. XV,,Referencial
"MULTILINESTRING ((2.18278 41.38433,2.18307 41.38419),(2.18266 41.38437,2.18278 41.38433))",Sant Pere-Santa Caterina-Ribera,211,131508,0,carrer,Fa referència als que venien a la ciutat a vendre formatges i feien lloc de parada des del segle XV.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Formatgeria,Contemporani,S. XVI,,Gremis i oficis
"MULTILINESTRING ((2.18341 41.38655,2.18399 41.38698),(2.18236 41.38584,2.18263 41.38596,2.18272 41.38602),(2.18272 41.38602,2.18341 41.38655))",Sant Pere-Santa Caterina-Ribera,212,137606,0,carrer,"El nom prové del lloc de fosa. Sinònim de foneria en català antic. Pel que fa a les molèsties que ocasionaven els veïns, era situat als extrems de la ciutat.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Fusina,Contemporani,S. XIX,,Infraestructura
"MULTILINESTRING ((2.18534 41.38328,2.18557 41.38357),(2.18477 41.38261,2.18521 41.38313),(2.18521 41.38313,2.18534 41.38328))",Sant Pere-Santa Caterina-Ribera,213,200000,0,carrer,"María Jacoba Valdés Inclán (Gijón, 1784 - Madrid, 1858). Muller del marquès de Campo Sagrado, capità general de Catalunya, des de l’any 1803.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.
El Blog de Acebedo. https://elblogdeacebedo.blogspot.com/2013/04/el-manifiesto-del-hambre-en-1854.html",Dona,Marquesa,Contemporani,S. XIX,Aristocràcia,Persona
"MULTILINESTRING ((2.18116 41.38266,2.18131 41.38265,2.18135 41.38265,2.18139 41.38266,2.18142 41.38266),(2.18098 41.38281,2.18112 41.38271,2.18116 41.38266),(2.18056 41.38312,2.18073 41.38299),(2.18017 41.38326,2.18056 41.38312))",Sant Pere-Santa Caterina-Ribera,214,225907,1927,carrer,"Hi ha dues versions del carrer. D’una banda, degut a la Taverna de la Nau, que anteriorment s’havia dit Taverna de les Mamelles. La nau, establerta en una casa de Felip Bertran i d'Amat, també fou coneguda com a Taverna de les vídues.
D’altra banda, el fet d'haver-se dit el carrer de la Nau d'en Gim Nas fa que algun historiador relacioni el nom amb Guillem Nas, personatge del segle XIV, citat el 1391 com a navilier de la vella Barcelona.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,de la Nau,Contemporani,S. XX,,Referencial
"LINESTRING (2.1801 41.38633,2.1802 41.3863,2.18031 41.38626,2.18047 41.38619,2.1806 41.38613,2.18076 41.38603)",Sant Pere-Santa Caterina-Ribera,215,227709,0,carrer,Fa referència a la procedència dels pous de glaç per a refrescar begudes i altres productes en temporada estiuenca. L’afegit de “Sant Cugat” venia de la proximitat al carrer de la parròquia de Sant Cugat del Rec.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Neu de Sant Cugat,Contemporani,S. XIV,,Infraestructura
"MULTILINESTRING ((2.18342 41.38425,2.18374 41.38415),(2.18381 41.38412,2.18441 41.38392),(2.18374 41.38415,2.18381 41.38412))",Sant Pere-Santa Caterina-Ribera,216,254009,0,carrer,El nom prové de l'edifici porticat que existí entre 1601 i 1848 per a la venda de pesca.,"Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.",,Pescateria,s.d,S. XVII,,Gremis i oficis
"MULTILINESTRING ((2.17873 41.38396,2.17917 41.38432),(2.17917 41.38432,2.17922 41.38437),(2.17922 41.38437,2.17939 41.3845),(2.17939 41.3845,2.17962 41.38467),(2.1797 41.38473,2.17962 41.38467),(2.18122 41.38596,2.18153 41.38621),(2.18153 41.38621,2.18187 41.38645),(2.18187 41.38645,2.18216 41.38668),(2.18216 41.38668,2.18323 41.38755),(2.1797 41.38473,2.18048 41.38537),(2.18048 41.38537,2.18122 41.38596))",Sant Pere-Santa Caterina-Ribera,217,266904,1939,carrer,"Elisabet Francesca d’Assís de Borbó i Borbó (Madrid, 1851 - 1931). “La Chata”. Filla d’Isabel II i Comtessa de Girgenti al casar-se amb Gaietà de les Dues Sícilies. Proclamada princesa d'Astúries quan encara no havia nascut el seu germà Alfons, futur Alfons XII. Néta, filla, germana i tia de Reis, ella mateixa va ser dues vegades hereva al tron i Princesa d’Astúries.","Web de l’Ajuntament de Barcelona del nomenclàtor dels carrers: http://www.bcn.cat/nomenclator 
Vilarrúbia, J. M, i Jové, Jordi. Els carrers de la Ciutat Vella. Barcelona: Fundació la Caixa, 1990.
Diccionario Bibliográfico Español de la Real Academia de la Historia http://dbe.rah.es",Dona,Princesa,Contemporani,S. XX,Aristocràcia,Persona
